seq,coupon_spec_seq,user_seq,issued_at,used_at,expires_at
2486055,1,74365683,2025-07-02 04:03:23.405000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2487028,1,74365843,2025-07-02 04:08:48.724000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2487161,1,74365865,2025-07-02 04:09:38.642000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2487360,1,74365899,2025-07-02 04:11:12.868000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2487541,1,74365927,2025-07-02 04:11:52.332000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2488087,1,74366015,2025-07-02 04:14:54.781000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2488256,1,74366043,2025-07-02 04:16:05.341000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2488509,1,74366085,2025-07-02 04:18:25.032000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2488834,1,74366145,2025-07-02 04:20:40.629000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2489259,1,74366217,2025-07-02 04:23:28.074000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2489320,1,74366229,2025-07-02 04:23:48.248000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2489989,1,74366343,2025-07-02 04:28:43.356000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2490182,1,74366373,2025-07-02 04:29:46.655000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2490285,1,74366387,2025-07-02 04:30:23.908000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2490310,1,74366393,2025-07-02 04:30:39.531000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2490413,1,74366411,2025-07-02 04:31:34.451000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2490482,1,74366421,2025-07-02 04:32:24.097000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2490519,1,74366429,2025-07-02 04:32:43.622000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2490832,1,74366481,2025-07-02 04:35:10.323000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2491175,1,74366537,2025-07-02 04:36:48.169000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2491494,1,74366589,2025-07-02 04:38:31.082000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2491549,1,74366599,2025-07-02 04:38:47.649000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2491688,1,74366621,2025-07-02 04:39:44.415000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2492037,1,74366679,2025-07-02 04:41:19.162000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2492266,1,74366717,2025-07-02 04:41:52.438000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2492405,1,74366741,2025-07-02 04:42:37.973000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2492454,1,74366749,2025-07-02 04:42:59.217000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2492944,1,74366829,2025-07-02 04:45:15.460000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2493143,1,74366863,2025-07-02 04:45:56.378000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2494476,1,74367079,2025-07-02 04:51:59.544000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2494633,1,74367105,2025-07-02 04:52:52.272000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2494742,1,74367127,2025-07-02 04:53:25.461000 +00:00,2025-07-02 05:06:33.771000 +00:00,2025-07-09 14:59:59.000000 +00:00
2495031,1,74367177,2025-07-02 04:54:38.844000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2495538,1,74367261,2025-07-02 04:57:37.036000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2495797,1,74367305,2025-07-02 04:58:40.000000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2496038,1,74367347,2025-07-02 05:00:29.868000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2496111,1,74367363,2025-07-02 05:00:53.727000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2496341,1,74367407,2025-07-02 05:01:45.626000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2497153,1,74367541,2025-07-02 05:05:33.282000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2497623,1,74367619,2025-07-02 05:07:27.952000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2497858,1,74367657,2025-07-02 05:08:23.801000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2497907,1,74367665,2025-07-02 05:08:34.511000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2497950,1,73809451,2025-07-02 05:08:47.843000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2498131,1,74367703,2025-07-02 05:09:58.151000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2498198,1,74367715,2025-07-02 05:10:15.933000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2498697,1,74367803,2025-07-02 05:12:17.069000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2499160,1,74367879,2025-07-02 05:13:18.091000 +00:00,2025-07-02 05:15:12.633000 +00:00,2025-07-09 14:59:59.000000 +00:00
2499455,1,74367925,2025-07-02 05:14:16.779000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2500134,1,74368037,2025-07-02 05:16:57.042000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2501034,1,74368183,2025-07-02 05:20:01.091000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2501676,1,74368287,2025-07-02 05:22:45.176000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2502295,1,73909203,2025-07-02 05:25:22.920000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2502488,1,73761881,2025-07-02 05:26:31.456000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2503131,1,74368529,2025-07-02 05:28:32.660000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2503384,1,74368571,2025-07-02 05:29:18.578000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2503577,1,74368605,2025-07-02 05:29:53.314000 +00:00,2025-07-02 05:33:18.671000 +00:00,2025-07-09 14:59:59.000000 +00:00
2503986,1,74368673,2025-07-02 05:31:11.399000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2504053,1,74368685,2025-07-02 05:31:29.452000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2504306,1,74368729,2025-07-02 05:32:45.341000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2504547,1,74368775,2025-07-02 05:34:02.997000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2505028,1,74368859,2025-07-02 05:35:58.509000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2505215,1,74368889,2025-07-02 05:36:48.835000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2505330,1,74368911,2025-07-02 05:37:09.428000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2505565,1,74368951,2025-07-02 05:38:06.836000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2505818,1,74368995,2025-07-02 05:39:15.198000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2505957,1,74369019,2025-07-02 05:39:51.500000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2506636,1,74027879,2025-07-02 05:42:16.413000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2506667,1,74369135,2025-07-02 05:42:28.432000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2507052,1,74369197,2025-07-02 05:44:29.116000 +00:00,2025-07-02 05:57:50.323000 +00:00,2025-07-09 14:59:59.000000 +00:00
2507059,1,74016987,2025-07-02 05:44:38.984000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2507204,1,74369223,2025-07-02 05:45:33.491000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2507307,1,74369241,2025-07-02 05:46:06.792000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2507470,1,74369271,2025-07-02 05:46:39.748000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2508228,1,74369397,2025-07-02 05:49:55.797000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2508587,1,74369459,2025-07-02 05:52:33.485000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2510103,1,74369693,2025-07-02 05:57:23.727000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2510226,1,74369709,2025-07-02 05:57:55.421000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2510357,1,74369729,2025-07-02 05:58:40.844000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2510503,1,73645557,2025-07-02 05:59:05.793000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2510560,1,74369763,2025-07-02 05:59:18.131000 +00:00,2025-07-02 19:42:13.249000 +00:00,2025-07-09 14:59:59.000000 +00:00
2510633,1,74369779,2025-07-02 05:59:57.643000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2512255,1,74370049,2025-07-02 06:05:57.544000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2512527,1,74370099,2025-07-02 06:07:13.569000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2512672,1,74370123,2025-07-02 06:07:45.299000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2512793,1,74370143,2025-07-02 06:08:37.619000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2513919,1,74370325,2025-07-02 06:13:47.687000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2515683,1,74370611,2025-07-02 06:19:51.992000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2515743,1,74370621,2025-07-02 06:20:13.509000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2516225,1,74370697,2025-07-02 06:21:29.998000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2516486,1,74370739,2025-07-02 06:23:03.376000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2516517,1,74370745,2025-07-02 06:23:11.927000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2516524,1,74370747,2025-07-02 06:23:12.111000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2516753,1,74370787,2025-07-02 06:24:13.873000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2516838,1,74370803,2025-07-02 06:24:27.007000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2517844,1,74370973,2025-07-02 06:29:26.182000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2517887,1,74370981,2025-07-02 06:29:37.252000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2517942,1,74370821,2025-07-02 06:29:49.750000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2517985,1,74370997,2025-07-02 06:29:57.776000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2518166,1,74371027,2025-07-02 06:30:46.483000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2518287,1,74371047,2025-07-02 06:31:19.878000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2518738,1,74371125,2025-07-02 06:32:56.463000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2519087,1,73560145,2025-07-02 06:34:22.226000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2519094,1,74371181,2025-07-02 06:34:29.935000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2519503,1,74371251,2025-07-02 06:36:24.947000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2519600,1,74371267,2025-07-02 06:36:41.049000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2519745,1,74371293,2025-07-02 06:37:05.858000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2519872,1,74371315,2025-07-02 06:37:37.697000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2520437,1,74371409,2025-07-02 06:39:36.808000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2521258,1,74371547,2025-07-02 06:44:18.569000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2521295,1,73971943,2025-07-02 06:44:28.227000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2521362,1,74371563,2025-07-02 06:44:53.046000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2521549,1,74371593,2025-07-02 06:45:34.700000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2521616,1,74371605,2025-07-02 06:46:08.737000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2522103,1,74371691,2025-07-02 06:49:10.200000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2522614,1,74371781,2025-07-02 06:54:15.203000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2522789,1,74371809,2025-07-02 06:55:28.199000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2523018,1,74371847,2025-07-02 06:56:34.590000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2523283,1,74371891,2025-07-02 06:57:55.516000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2523692,1,74371963,2025-07-02 07:01:08.741000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2524507,1,74372097,2025-07-02 07:05:54.245000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2524598,1,74372113,2025-07-02 07:07:01.659000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2524738,1,74372141,2025-07-02 07:08:34.254000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2524745,1,74372143,2025-07-02 07:08:45.634000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2525496,1,73895887,2025-07-02 07:13:20.860000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2525599,1,74372291,2025-07-02 07:13:48.233000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2525966,1,74372349,2025-07-02 07:16:44.877000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2526009,1,74372357,2025-07-02 07:17:29.127000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2526064,1,74372367,2025-07-02 07:17:42.391000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2526101,1,74372375,2025-07-02 07:18:06.584000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2526120,1,74372379,2025-07-02 07:18:20.511000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2526655,1,74372469,2025-07-02 07:21:28.675000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2527004,1,74372523,2025-07-02 07:23:18.318000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2527197,1,74372557,2025-07-02 07:24:56.673000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2527294,1,74372573,2025-07-02 07:25:32.254000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2527475,1,74372603,2025-07-02 07:27:00.189000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2527650,1,73797133,2025-07-02 07:27:49.518000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2527765,1,74372647,2025-07-02 07:28:34.423000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2527856,1,74372663,2025-07-02 07:28:54.280000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2528074,1,74372701,2025-07-02 07:30:36.754000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2528111,1,74372707,2025-07-02 07:30:57.044000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2528257,1,74025659,2025-07-02 07:32:45.785000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2528764,1,74372817,2025-07-02 07:35:49.357000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2529065,1,73792843,2025-07-02 07:36:53.502000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2529126,1,74372877,2025-07-02 07:37:09.525000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2529637,1,74372971,2025-07-02 07:41:13.813000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2529950,1,74373025,2025-07-02 07:43:12.654000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2530047,1,73970963,2025-07-02 07:43:34.192000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2530102,1,74373049,2025-07-02 07:43:57.437000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2530301,1,74373079,2025-07-02 07:44:57.106000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2530692,1,74373143,2025-07-02 07:47:18.846000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2530855,1,74373169,2025-07-02 07:47:29.025000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2531252,1,74373237,2025-07-02 07:47:59.059000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2531523,1,74373283,2025-07-02 07:48:22.739000 +00:00,2025-07-02 07:57:09.412000 +00:00,2025-07-09 14:59:59.000000 +00:00
2532256,1,74373403,2025-07-02 07:49:14.243000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2532561,1,74373455,2025-07-02 07:50:25.169000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2533224,1,74373559,2025-07-02 07:53:33.040000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2533339,1,74373577,2025-07-02 07:53:54.788000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2533454,1,74373597,2025-07-02 07:54:21.608000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2533551,1,74373613,2025-07-02 07:55:09.722000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2533558,1,74373615,2025-07-02 07:55:21.688000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2533577,1,74373111,2025-07-02 07:55:31.473000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2533704,1,74373639,2025-07-02 07:56:10.015000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2533771,1,74373651,2025-07-02 07:56:33.070000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2533910,1,74373669,2025-07-02 07:57:31.131000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2533977,1,74373683,2025-07-02 07:57:45.217000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2534260,1,74373731,2025-07-02 08:00:05.929000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2534261,1,74084015,2025-07-02 08:00:06.714000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2535398,1,74065735,2025-07-02 08:06:21.598000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2535501,1,74373935,2025-07-02 08:07:12.293000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2535823,1,73887493,2025-07-02 08:08:44.972000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2535854,1,74373995,2025-07-02 08:08:57.998000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2536371,1,74374079,2025-07-02 08:11:30.068000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2536546,1,74374109,2025-07-02 08:12:35.673000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2536787,1,74374149,2025-07-02 08:13:39.856000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2536950,1,74374175,2025-07-02 08:14:29.107000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2537147,1,74374207,2025-07-02 08:15:25.864000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2537401,1,74374249,2025-07-02 08:16:41.764000 +00:00,2025-07-02 08:23:04.914000 +00:00,2025-07-09 14:59:59.000000 +00:00
2537691,1,74374291,2025-07-02 08:18:01.766000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2537902,1,74374325,2025-07-02 08:19:01.641000 +00:00,2025-07-02 08:26:27.041000 +00:00,2025-07-09 14:59:59.000000 +00:00
2537975,1,74374339,2025-07-02 08:19:35.025000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2538102,1,73698639,2025-07-02 08:20:20.875000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2538109,1,74374363,2025-07-02 08:20:22.823000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2538207,1,74374379,2025-07-02 08:21:07.020000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2538214,1,74374381,2025-07-02 08:21:10.313000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2538233,1,74374385,2025-07-02 08:21:25.404000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2538348,1,73560581,2025-07-02 08:22:15.823000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2538457,1,74374423,2025-07-02 08:23:01.540000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2538627,1,73782757,2025-07-02 08:24:00.013000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2538730,1,74374469,2025-07-02 08:24:34.549000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2539037,1,74077577,2025-07-02 08:25:50.714000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2539249,1,74374555,2025-07-02 08:26:45.940000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2540642,1,74374781,2025-07-02 08:34:21.977000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2540655,1,74374785,2025-07-02 08:34:27.451000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2540764,1,74374803,2025-07-02 08:34:56.440000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2540849,1,74374817,2025-07-02 08:35:27.678000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2540874,1,74374823,2025-07-02 08:35:44.532000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2541151,1,74374867,2025-07-02 08:37:03.342000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2541422,1,74374913,2025-07-02 08:38:06.352000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2541681,1,74374955,2025-07-02 08:39:55.528000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2542030,1,74375017,2025-07-02 08:41:20.173000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2542279,1,74375055,2025-07-02 08:42:19.143000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2542538,1,74375097,2025-07-02 08:43:24.319000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2542755,1,74375133,2025-07-02 08:44:30.058000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2543152,1,74375201,2025-07-02 08:45:57.953000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2543279,1,74375221,2025-07-02 08:46:33.666000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2543569,1,74375269,2025-07-02 08:48:14.060000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2543720,1,74375295,2025-07-02 08:48:59.653000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2543745,1,74375299,2025-07-02 08:49:20.768000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2543968,1,74375335,2025-07-02 08:50:14.953000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2544233,1,74375381,2025-07-02 08:51:35.652000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2544468,1,74375423,2025-07-02 08:52:46.971000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2544649,1,74375453,2025-07-02 08:53:53.291000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2544962,1,74375507,2025-07-02 08:56:29.838000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2545341,1,74375569,2025-07-02 08:57:55.760000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2545426,1,74375585,2025-07-02 08:58:13.428000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2545739,1,74375641,2025-07-02 09:00:11.445000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2546077,1,74375697,2025-07-02 09:02:13.848000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2546338,1,74375743,2025-07-02 09:04:52.048000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2546369,1,74375749,2025-07-02 09:05:00.700000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2547489,1,74375937,2025-07-02 09:13:40.499000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2547702,1,74375975,2025-07-02 09:15:00.702000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2547883,1,74376005,2025-07-02 09:16:24.266000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2548202,1,74376053,2025-07-02 09:18:01.210000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2548215,1,74376055,2025-07-02 09:18:02.770000 +00:00,2025-07-02 09:28:38.342000 +00:00,2025-07-09 14:59:59.000000 +00:00
2548312,1,74376073,2025-07-02 09:18:57.046000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2548367,1,74376083,2025-07-02 09:19:25.455000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2548416,1,74376091,2025-07-02 09:19:38.079000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2548513,1,74376109,2025-07-02 09:20:12.166000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2548868,1,74376165,2025-07-02 09:22:33.664000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2549415,1,74376251,2025-07-02 09:25:38.093000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2549416,1,73806739,2025-07-02 09:25:43.969000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2549561,1,74376277,2025-07-02 09:26:24.852000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2550109,1,74376373,2025-07-02 09:29:26.103000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2550428,1,74376433,2025-07-02 09:31:20.940000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2551216,1,74376557,2025-07-02 09:36:03.979000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2552234,1,74376721,2025-07-02 09:41:29.970000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2552476,1,74376763,2025-07-02 09:43:33.825000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2552692,1,74376795,2025-07-02 09:44:45.338000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2552993,1,74376845,2025-07-02 09:46:51.754000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2553000,1,74376847,2025-07-02 09:46:55.635000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2553091,1,74376861,2025-07-02 09:47:25.293000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2553212,1,74376883,2025-07-02 09:48:11.770000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2553412,1,74376915,2025-07-02 09:49:40.802000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2553473,1,73957095,2025-07-02 09:49:50.621000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2553553,1,74376939,2025-07-02 09:50:31.314000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2553926,1,74376997,2025-07-02 09:52:42.781000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2554131,1,74377031,2025-07-02 09:54:16.097000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2554306,1,74377061,2025-07-02 09:55:16.685000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2554524,1,74377095,2025-07-02 09:57:32.233000 +00:00,2025-07-05 11:51:46.156000 +00:00,2025-07-09 14:59:59.000000 +00:00
2554909,1,74377159,2025-07-02 10:00:05.854000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2555325,1,74377223,2025-07-02 10:01:44.154000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2556161,1,74377361,2025-07-02 10:07:24.951000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2556978,1,74377493,2025-07-02 10:12:07.226000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2557051,1,74377507,2025-07-02 10:12:21.745000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2557082,1,74377513,2025-07-02 10:12:37.715000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2557149,1,74377525,2025-07-02 10:13:23.309000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2557276,1,74377547,2025-07-02 10:14:26.176000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2557355,1,74377561,2025-07-02 10:15:03.778000 +00:00,,2025-07-09 14:59:59.000000 +00:00
2558359,1,74377717,2025-07-02 10:19:07.554000 +00:00,,2025-07-09 14:59:59.000000 +00:00
