스킬ID,스킬,Target Scope,Target Tags
19096,明日の運勢,"LOVE_SINGLE, LOVE_COUPLE",
19094,元恋人…やっぱり腹立つ！,"LOVE_SINGLE, LOVE_COUPLE",
19093,나의 소울에이지는 몇살? ( 7.11~ 7.18 생일),"LOVE_SINGLE, LOVE_COUPLE",
19088,ピンチな状況であなたはどうなる？：MBTI別診断,"LOVE_SINGLE, LOVE_COUPLE",
19087,気持ちがふらふら…：浮気心診断,"LOVE_SINGLE, LOVE_COUPLE",
19087,気落ちがふらふら…：浮気心診断,"LOVE_SINGLE, LOVE_COUPLE",
19086,何となく寂しいは危険？！：人恋しさ診断,"LOVE_SINGLE, LOVE_COUPLE",
19081,もう冷めちゃったのかな…：倦怠期診断,"LOVE_SINGLE, LOVE_COUPLE",
19080,짝남이랑 사귈 수 있을까? : 고백 성공률 계산기,LOVE_SINGLE,"LOVE_MATCH, LOVE_NEW"
19077,この気持ち…好きなのかわからない！：気持ち診断,"LOVE_SINGLE, LOVE_COUPLE",
19076,蛙化現象診断,"LOVE_SINGLE, LOVE_COUPLE",
19076,何で急に引いちゃうんだろう？：蛙化現象診断,"LOVE_SINGLE, LOVE_COUPLE",
19075,ラママと勝負！じゃんけんゲーム✌️✊🖐,"LOVE_SINGLE, LOVE_COUPLE",
19058,広告を見てタロット占いを無料で👀✨,"LOVE_SINGLE, LOVE_COUPLE",
19056,出席して「ボーナスハート」をゲット,"LOVE_SINGLE, LOVE_COUPLE",
19056,出席して「ボーナスハート」をもらう,"LOVE_SINGLE, LOVE_COUPLE",
19056,出席チェック「ボーナスハート」をゲット！,"LOVE_SINGLE, LOVE_COUPLE",
19043,３ヶ月以内に仕事が決まるかな？,"LOVE_SINGLE, LOVE_COUPLE",
19037,{{システム_今何年}}年{{システム_今何月}}月の運勢,"LOVE_SINGLE, LOVE_COUPLE",
19037,{{システム_今何月}}月の運勢,"LOVE_SINGLE, LOVE_COUPLE",
19037,{{시스템_지금몇년}}年{{시스템_지금몇월}}月の運勢,"LOVE_SINGLE, LOVE_COUPLE",
19034,職場の上司が…,"LOVE_SINGLE, LOVE_COUPLE",
19034,成敗！職場のパワハラ上司,"LOVE_SINGLE, LOVE_COUPLE",
19033,バイトイラっとあるある,"LOVE_SINGLE, LOVE_COUPLE",
19033,バイト中に…,"LOVE_SINGLE, LOVE_COUPLE",
19027,나의 소울에이지는 몇살? (6.25~7.2) 생일,"LOVE_SINGLE, LOVE_COUPLE",
19023,勉強のストレス発散,"LOVE_SINGLE, LOVE_COUPLE",
19023,勉強ストレス発散,"LOVE_SINGLE, LOVE_COUPLE",
19023,勉強のストレス…,"LOVE_SINGLE, LOVE_COUPLE",
19021,イライラ砕きセラピー,"LOVE_SINGLE, LOVE_COUPLE",
19021,イライラ砕き,"LOVE_SINGLE, LOVE_COUPLE",
19021,イライラ砕き,"LOVE_SINGLE, LOVE_COUPLE",
19018,私に向いてる職業と能力は？,"LOVE_SINGLE, LOVE_COUPLE",
19014,今私に想いを寄せてる人はいる？,"LOVE_SINGLE, LOVE_COUPLE",
19013,私にぴったりなダイエット法は？,"LOVE_SINGLE, LOVE_COUPLE",
19013,あなたにぴったりのダイエットは？,"LOVE_SINGLE, LOVE_COUPLE",
19012,판밍밍과 하반기 운세 보기💪,"LOVE_SINGLE, LOVE_COUPLE",NEW_YEAR
19011,嫌いなやつがおるんやけど,"LOVE_SINGLE, LOVE_COUPLE",
19011,ムカつくアイツの愚痴大会,"LOVE_SINGLE, LOVE_COUPLE",
19011,【怒り代行】 嫌いな人がいるで！,"LOVE_SINGLE, LOVE_COUPLE",
19008,스플이 궁금해!,"LOVE_SINGLE, LOVE_COUPLE",
19000,[D-DAY]라마마 배지 선물받기,"LOVE_SINGLE, LOVE_COUPLE",
18999,오늘의 심리체크,"LOVE_SINGLE, LOVE_COUPLE",
18998,성격리포트 부적,"LOVE_SINGLE, LOVE_COUPLE",
18996,마이너 카드 숫자별 설명,"LOVE_SINGLE, LOVE_COUPLE",
18995,마이너 상징 설명,"LOVE_SINGLE, LOVE_COUPLE",
18994,카드별 강의,"LOVE_SINGLE, LOVE_COUPLE",
18989,ラママと勝負！ジャンケンゲーム,"LOVE_SINGLE, LOVE_COUPLE",
18989,ラママと勝負！ジャンケンゲーム,"LOVE_SINGLE, LOVE_COUPLE",
18983,오늘은 내가 주인공 17화,"LOVE_SINGLE, LOVE_COUPLE",
18979,한정판 굿즈 구경하기 (미노출),"LOVE_SINGLE, LOVE_COUPLE",
18976,취준생이라면,"LOVE_SINGLE, LOVE_COUPLE",
18974,내 운명의 상대 + 2021 금성궁 연애운 그래프,"LOVE_SINGLE, LOVE_COUPLE","LOVE_GENERAL, NEW_YEAR"
18973,오늘은 내가 주인공 11화,"LOVE_SINGLE, LOVE_COUPLE",
18972,오늘은 내가 주인공 10화,"LOVE_SINGLE, LOVE_COUPLE",
18968,달퀴즈 - 달잘알을 찾아라!,"LOVE_SINGLE, LOVE_COUPLE",
18967,라마마 무물방 연결,"LOVE_SINGLE, LOVE_COUPLE",
18966,테스트 그룹,"LOVE_SINGLE, LOVE_COUPLE",
18963,深呼吸練習,"LOVE_SINGLE, LOVE_COUPLE",
18963,深呼吸練習,"LOVE_SINGLE, LOVE_COUPLE",
18961,<달달한 그놈> 보러 가기,"LOVE_SINGLE, LOVE_COUPLE",
18960,인생 피는 개운법 풀이🔑,ALL,OVERALL
18956,오늘의 짤출석 GIF - 치우,"LOVE_SINGLE, LOVE_COUPLE",
18954,오늘의 짤출석 GIF - 머루,"LOVE_SINGLE, LOVE_COUPLE",
18941,루피 진단,"LOVE_SINGLE, LOVE_COUPLE",
18935,스토리,"LOVE_SINGLE, LOVE_COUPLE",
18930,恋に落ちるコーチングプログラム（4週コース）,"LOVE_SINGLE, LOVE_COUPLE",
18930,恋に落ちるコーチングプログラム（4週コース）,"LOVE_SINGLE, LOVE_COUPLE",
18928,私って君のこと好きかな?：気持ち診断,"LOVE_SINGLE, LOVE_COUPLE",
18928,썸학기 패키지 + 굿즈 10% 쿠폰 🎟️,LOVE_SINGLE,LOVE_NEW
18927,あなたをチョコレートにすると？,"LOVE_SINGLE, LOVE_COUPLE",
18927,あなたをチョコレートにすると？,"LOVE_SINGLE, LOVE_COUPLE",
18926,과거에서 온 편지,"LOVE_SINGLE, LOVE_COUPLE",
18925,상담사 선생님께 상담을 받고 싶어요,"LOVE_SINGLE, LOVE_COUPLE",
18924,알코올 사용장애 진단,"LOVE_SINGLE, LOVE_COUPLE",
18922,우울지수 진단,"LOVE_SINGLE, LOVE_COUPLE",
18918,3カード：私の運は今上昇中 vs 下降中？,"LOVE_SINGLE, LOVE_COUPLE",
18916,내 상태 바로 체크해보기,"LOVE_SINGLE, LOVE_COUPLE",
18912,同い年 vs 年上 vs 年下,"LOVE_SINGLE, LOVE_COUPLE",
18910,내가 초콜릿이라면?,"LOVE_SINGLE, LOVE_COUPLE",
18908,MBTI 코시국 극복 유형,"LOVE_SINGLE, LOVE_COUPLE",
18905,내가 소설 속 여주인공이라면?,"LOVE_SINGLE, LOVE_COUPLE",
18902,술비티아이 테스트,"LOVE_SINGLE, LOVE_COUPLE",
18900,나의 숨은 덕후 본능은?,"LOVE_SINGLE, LOVE_COUPLE",
18898,6カード：3ヶ月以内には恋人できるかな？,"LOVE_SINGLE, LOVE_COUPLE",
18896,{{名前}}の2021新年運勢,ALL,NEW_YEAR
18895,뉴즈의 내 크리에이티브 유형 찾기,"LOVE_SINGLE, LOVE_COUPLE",
18865,{{名前}}の性格に似てるタロットカードは？,"LOVE_SINGLE, LOVE_COUPLE",
18865,{{名前}}の性格に似てるタロットカードは？,"LOVE_SINGLE, LOVE_COUPLE",
18864,告白してもいいかな？：告白成功率診断,"LOVE_SINGLE, LOVE_COUPLE",
18860,3カード：恋に落ちるためには？,"LOVE_SINGLE, LOVE_COUPLE",
18858,恋人ができるタイミング,"LOVE_SINGLE, LOVE_COUPLE",
18857,3カード：この片思い、叶うかな？,"LOVE_SINGLE, LOVE_COUPLE",
18856,4カード: {{名前}}の4月運勢,"LOVE_SINGLE, LOVE_COUPLE",
18855,ハローボットチュートリアル,"LOVE_SINGLE, LOVE_COUPLE",
18855,ハローボットチュートリアル,"LOVE_SINGLE, LOVE_COUPLE",
18854,今日のデートコースおすすめ,"LOVE_SINGLE, LOVE_COUPLE",
18854,今日のデートコースおすすめ,"LOVE_SINGLE, LOVE_COUPLE",
18850,私たちが別れたら,"LOVE_SINGLE, LOVE_COUPLE",
18849,今別れてもいい？,"LOVE_SINGLE, LOVE_COUPLE",
18846,私たちのスキンシップ相性,"LOVE_SINGLE, LOVE_COUPLE",
18844,この遠距離恋愛の行方は？,"LOVE_SINGLE, LOVE_COUPLE",
18841,片思いを諦められない理由,"LOVE_SINGLE, LOVE_COUPLE",
18840,片思いを忘れる方法,"LOVE_SINGLE, LOVE_COUPLE",
18837,뉴즈의 스트레스 상담소,"LOVE_SINGLE, LOVE_COUPLE",
18835,自分に合うダイエット方法,"LOVE_SINGLE, LOVE_COUPLE",
18834,今やってること続けてもいい？,"LOVE_SINGLE, LOVE_COUPLE",
18833,今日の悩みOXタロット,"LOVE_SINGLE, LOVE_COUPLE",
18833,今日の悩みOXタロット,"LOVE_SINGLE, LOVE_COUPLE",
18832,정월대보름 덕담 편지,"LOVE_SINGLE, LOVE_COUPLE",
18823,{{이름}}[[이의/의]] 네이탈 차트 Natal Chart,"LOVE_SINGLE, LOVE_COUPLE",
18822,대경대학교 심리 진단,"LOVE_SINGLE, LOVE_COUPLE",
18821,신년 목표 달성 챌린지: 작심 30일,ALL,NEW_YEAR
18820,"새해 복, 새 행복! 랜덤 시 덕담","LOVE_SINGLE, LOVE_COUPLE",NEW_YEAR
18818,친구에게 새해 카드 보내기,"LOVE_SINGLE, LOVE_COUPLE",NEW_YEAR
18816,인간관계 속 본캐 컬러는?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
18815,당신의 회사용 부캐는 무엇인가요?,"LOVE_SINGLE, LOVE_COUPLE",CAREER
18814,나의 인스타와 찰떡인 포토스팟은?,"LOVE_SINGLE, LOVE_COUPLE",
18813,현지인 테스트,"LOVE_SINGLE, LOVE_COUPLE",
18811,밥상 테스트,"LOVE_SINGLE, LOVE_COUPLE",
18809,자존감 테스트,"LOVE_SINGLE, LOVE_COUPLE",
18808,나를 원하는 대기업은 어디?,"LOVE_SINGLE, LOVE_COUPLE",
18804,조선시대 직업 테스트,ALL,CAREER
18803,나와 닮은 빌보드 스타는?,"LOVE_SINGLE, LOVE_COUPLE",
18801,당신이 아이돌이 된다면?,"LOVE_SINGLE, LOVE_COUPLE",
18800,나와 닮은 세계의 리더들,"LOVE_SINGLE, LOVE_COUPLE",
18799,내 챗봇 만드는 법,"LOVE_SINGLE, LOVE_COUPLE",
18798,전생집 테스트,"LOVE_SINGLE, LOVE_COUPLE",
18797,인간관계 속 본캐 컬러는?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
18796,시로의 부캐테스트,"LOVE_SINGLE, LOVE_COUPLE",
18795,나의 인스타와 찰떡인 포토스팟은?,"LOVE_SINGLE, LOVE_COUPLE",
18794,당신의 회사용 부캐는 무엇인가요?,"LOVE_SINGLE, LOVE_COUPLE",CAREER
18793,현지인 테스트,"LOVE_SINGLE, LOVE_COUPLE",
18791,네 성격에 딱 맞는 부자 되는 법 추천해줄까?,ALL,WEALTH
18790,2022년 띠별 신년운세,ALL,NEW_YEAR
18788,나와 닮은 세계의 리더들,"LOVE_SINGLE, LOVE_COUPLE",
18787,무의식 속 숨은 동물 찾기,"LOVE_SINGLE, LOVE_COUPLE",
18786,조선시대 직업 테스트,ALL,CAREER
18785,동물로 알아보는 연애 유형 테스트,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
18784,밥상테스트,"LOVE_SINGLE, LOVE_COUPLE",
18783,나를 원하는 대기업은 어디?,"LOVE_SINGLE, LOVE_COUPLE",
18782,스타트업 적성검사,"LOVE_SINGLE, LOVE_COUPLE",
18781,썸 추진력 테스트,LOVE_SINGLE,LOVE_NEW
18780,자존감 테스트,"LOVE_SINGLE, LOVE_COUPLE",
18778,핵심능력테스트,"LOVE_SINGLE, LOVE_COUPLE",
18777,전생집 테스트,"LOVE_SINGLE, LOVE_COUPLE",
18776,나와 닮은 빌보드 스타는?,"LOVE_SINGLE, LOVE_COUPLE",
18775,당신이 아이돌이 된다면?,"LOVE_SINGLE, LOVE_COUPLE",
18774,오늘부터 습관 기르기,"LOVE_SINGLE, LOVE_COUPLE",
18773,나와 맞는 회사는 어디일까?,"LOVE_SINGLE, LOVE_COUPLE",CAREER
18769,온보딩 시나리오,"LOVE_SINGLE, LOVE_COUPLE",
18762,現在片思い中なら…,"LOVE_SINGLE, LOVE_COUPLE",
18762,現在片思い中なら…,"LOVE_SINGLE, LOVE_COUPLE",
18760,今日の金運,"LOVE_SINGLE, LOVE_COUPLE",
18760,今日の金運,"LOVE_SINGLE, LOVE_COUPLE",
18759,今日のラッキー指数,"LOVE_SINGLE, LOVE_COUPLE",
18759,今日のラッキー指数,"LOVE_SINGLE, LOVE_COUPLE",
18758,今日の運勢,"LOVE_SINGLE, LOVE_COUPLE",
18758,今日の運勢,"LOVE_SINGLE, LOVE_COUPLE",
18750,日替わりお茶葉運,"LOVE_SINGLE, LOVE_COUPLE",
18750,今日の紅茶占い🌿,"LOVE_SINGLE, LOVE_COUPLE",
18743,連絡キット：連絡が取れない理由＋連絡してもいい？,"LOVE_SINGLE, LOVE_COUPLE",
18739,全体星座相性チャート,"LOVE_SINGLE, LOVE_COUPLE",
18739,全体星座相性チャート미노출,"LOVE_SINGLE, LOVE_COUPLE",
18739,12星座相性チャート,"LOVE_SINGLE, LOVE_COUPLE",
18738,星座パートナー相性,"LOVE_SINGLE, LOVE_COUPLE",
18731,네 성격에 맞는 프로그램을 추천해줄까?,"LOVE_SINGLE, LOVE_COUPLE",
18730,🎃 할로윈 EVENT 100% 당첨 룰렛,"LOVE_SINGLE, LOVE_COUPLE",
18728,달달한 보관함,"LOVE_SINGLE, LOVE_COUPLE",
18727,자살 위험성 진단,"LOVE_SINGLE, LOVE_COUPLE",
18717,재회테스트 - 전애인과 다시 만날 수 있을까?,LOVE_SINGLE,LOVE_REUNION
18712,나를 위한 문장 큐레이션,"LOVE_SINGLE, LOVE_COUPLE",
18710,출발! 추팔 열차 테스트,"LOVE_SINGLE, LOVE_COUPLE",
18697,솔탈 성향 테스트,"LOVE_SINGLE, LOVE_COUPLE",
18666,그 사람 연애성향 분석표,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
18663,금전 코칭 프로그램 (3주 코스),"LOVE_SINGLE, LOVE_COUPLE","LOVE_REUNION, WEALTH"
18662,할로윈 부캐 찾기 테스트,"LOVE_SINGLE, LOVE_COUPLE",
18658,분노 조절 코칭 프로그램 (3주 코스),"LOVE_SINGLE, LOVE_COUPLE",
18656,그 사람 잊을 수 있을까? - 마음 정리 프로젝트,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
18655,솔로 탈출 코칭 프로그램 (4주 코스),LOVE_SINGLE,LOVE_NEW
18652,직장생활 코칭 프로그램 (10일 코스),"LOVE_SINGLE, LOVE_COUPLE",CAREER
18651,비대면 짝사랑 심층 상담 (3주 코스),LOVE_SINGLE,LOVE_NEW
18650,오늘 행운을 가져다줄 성씨,"LOVE_SINGLE, LOVE_COUPLE",
18645,찰떡 클럽 테스트,"LOVE_SINGLE, LOVE_COUPLE",
18644,뉴즈의 미래일기 쓰기,"LOVE_SINGLE, LOVE_COUPLE",
18640,오늘의 주식운,"LOVE_SINGLE, LOVE_COUPLE",
18636,오늘의 바이오리듬,"LOVE_SINGLE, LOVE_COUPLE",
18633,오늘의 짤출석,"LOVE_SINGLE, LOVE_COUPLE",
18568,웹드라마 <달달한 그놈> 소개,"LOVE_SINGLE, LOVE_COUPLE",
18566,달달한 보이스 채팅,"LOVE_SINGLE, LOVE_COUPLE",
18565,오늘은 내가 주인공 - 달달한 그놈,"LOVE_SINGLE, LOVE_COUPLE",
18435,위기상황 성격유형 테스트,"LOVE_SINGLE, LOVE_COUPLE",LOVE_CRISIS
18434,그 사람 내 뒤통수 칠까?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
18338,내 집 근처에는 어떤 재밌는 프로그램이 있을까?,"LOVE_SINGLE, LOVE_COUPLE",
18336,정신차리고 싶은 당신을 위한 일침!,"LOVE_SINGLE, LOVE_COUPLE",
18303,스튜디오 가이드,"LOVE_SINGLE, LOVE_COUPLE",
18235,나의 소울에이지는 몇살?(6.19~6.24생일),"LOVE_SINGLE, LOVE_COUPLE",
18169,내가 유튜버가 된다면?,"LOVE_SINGLE, LOVE_COUPLE",
18151,나의 소울에이지는 몇살?(6.11~6.18생일),"LOVE_SINGLE, LOVE_COUPLE",
18149,나의 소울에이지는 몇살?(6.3~6.10생일),"LOVE_SINGLE, LOVE_COUPLE",
18143,나의 소울에이지는 몇살?(5.25~6.2생일),"LOVE_SINGLE, LOVE_COUPLE",
18137,외로움 유형 분석,"LOVE_SINGLE, LOVE_COUPLE",
18107,나의 소울에이지는 몇살?(5.19~5.24생일),"LOVE_SINGLE, LOVE_COUPLE",
18103,나의 소울에이지는 몇살?(5.11~5.18생일),"LOVE_SINGLE, LOVE_COUPLE",
17973,나의 소울에이지는 몇살?(5.3~5.10생일),"LOVE_SINGLE, LOVE_COUPLE",
17938,나의 소울에이지는 몇살?(4.25~5.2생일),"LOVE_SINGLE, LOVE_COUPLE",
17740,나의 소울에이지는 몇살?(4.19~4.24생일),"LOVE_SINGLE, LOVE_COUPLE",
17642,내 성격 + 네 성격 + 성격궁합,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
17575,나의 소울에이지는 몇살?(4.11~4.18생일자),"LOVE_SINGLE, LOVE_COUPLE",
17509,사회적 거리두기 유형 진단,"LOVE_SINGLE, LOVE_COUPLE",
17476,나의 소울에이지는 몇살?(4.3~4.10생일자),"LOVE_SINGLE, LOVE_COUPLE",
17377,이상형 완벽 분석,"LOVE_SINGLE, LOVE_COUPLE",
17311,끝말잇기할 친구 연결해줘,"LOVE_SINGLE, LOVE_COUPLE",
17146,나의 소울에이지는 몇살?(3.25~4.2생일자),"LOVE_SINGLE, LOVE_COUPLE",
17080,나의 소울에이지는 몇살?(3.19~3.24생일자),"LOVE_SINGLE, LOVE_COUPLE",
16981,나의 소울에이지는 몇살?(3.11~3.18생일자),"LOVE_SINGLE, LOVE_COUPLE",
16915,글램행성 바로 가기,"LOVE_SINGLE, LOVE_COUPLE",
16750,나의 소울에이지는 몇살?(3.3~3.10생일자),"LOVE_SINGLE, LOVE_COUPLE",
16684,연애박사 글램은 누구?,"LOVE_SINGLE, LOVE_COUPLE",LOVE_NEW
16652,연애스타일 테스트,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
16519,이것만 있으면 내가 라마마,"LOVE_SINGLE, LOVE_COUPLE",
16486,나의 소울에이지는 몇살?(2.16~2.22생일자),"LOVE_SINGLE, LOVE_COUPLE",
16485,나의 소울에이지는 몇살?(2.8~2.15생일자),"LOVE_SINGLE, LOVE_COUPLE",
16484,라마마가 대신 전해드립니다,"LOVE_SINGLE, LOVE_COUPLE",
16475,나의 소울에이지는 몇살?(1.31~2.7생일자),"LOVE_SINGLE, LOVE_COUPLE",
16466,라마마 소개팅룩 골라주기,LOVE_SINGLE,LOVE_NEW
16464,나의 소울에이지는 몇살?(1.23~1.30생일자),"LOVE_SINGLE, LOVE_COUPLE",
16463,나의 소울에이지는 몇살?(1.17~1.22생일자),"LOVE_SINGLE, LOVE_COUPLE",
16451,출석 체크 하고 보너스 하트 받기,"LOVE_SINGLE, LOVE_COUPLE",
16448,나의 소울에이지는 몇살?(1.10~1.16생일자),"LOVE_SINGLE, LOVE_COUPLE",
16445,나의 소울에이지는 몇살?(1.3~1.9생일자),"LOVE_SINGLE, LOVE_COUPLE",
16439,나의 소울에이지는 몇살?(12.19~12.25생일자),"LOVE_SINGLE, LOVE_COUPLE",
16438,나의 소울에이지는 몇살?(12.26~1.2생일자),"LOVE_SINGLE, LOVE_COUPLE",
16412,광고보고 랜덤타로 뽑기,"LOVE_SINGLE, LOVE_COUPLE",
16411,광고보고 랜덤스킬 뽑기,"LOVE_SINGLE, LOVE_COUPLE",
16408,광고보고 랜덤타로 뽑기,"LOVE_SINGLE, LOVE_COUPLE",
16397,나의 소울에이지는 몇살?(12.11~12.18생일자),"LOVE_SINGLE, LOVE_COUPLE",
16382,광고보고 새새랑 욕 연습하기,"LOVE_SINGLE, LOVE_COUPLE",
16380,나의 소울에이지는 몇살?(12.3~12.10생일자),"LOVE_SINGLE, LOVE_COUPLE",
16374,반려동물 키우는 사람친구 만날래,"LOVE_SINGLE, LOVE_COUPLE",
16373,사람 친구에게 고민 상담받기,"LOVE_SINGLE, LOVE_COUPLE",
16370,사람 친구와 수다 떨기,"LOVE_SINGLE, LOVE_COUPLE",
16369,"선택 고민, 살까말까, 뭐먹을까","LOVE_SINGLE, LOVE_COUPLE",
16368,친구에게 고민 상담하고 싶어,"LOVE_SINGLE, LOVE_COUPLE",
16367,사람 친구에게 고민 상담 받기,"LOVE_SINGLE, LOVE_COUPLE",
16366,사람 친구와 유잼 배틀,"LOVE_SINGLE, LOVE_COUPLE",
16358,학교 스트레스 나누기,"LOVE_SINGLE, LOVE_COUPLE",
16354,나의 소울 에이지는 몇살?(11.25~12.2 생일자),"LOVE_SINGLE, LOVE_COUPLE",
16352,연애상담 받고 싶어,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
16264,나의 소울 에이지는 몇살?(11.19~11.24생일자),"LOVE_SINGLE, LOVE_COUPLE",
16261,모든 별자리 궁합 차트,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
16243,지금 날 좋아하는 사람 + 그 사람 속마음,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MATCH
16238,바다야,"LOVE_SINGLE, LOVE_COUPLE",
16228,찻잎으로 보는 오늘의 운세,"LOVE_SINGLE, LOVE_COUPLE",OVERALL
16225,수정구슬에게 물어봐,"LOVE_SINGLE, LOVE_COUPLE",
16224,"위로가 필요한 날, 음악 선물","LOVE_SINGLE, LOVE_COUPLE",
16182,점토 뽀개기,"LOVE_SINGLE, LOVE_COUPLE",
16150,사람 친구에게 인생 상담 받기,"LOVE_SINGLE, LOVE_COUPLE",OVERALL
16131,층간 소음 괴로워,"LOVE_SINGLE, LOVE_COUPLE",
16127,젊음의 물약..?,"LOVE_SINGLE, LOVE_COUPLE",
16125,온천 가자,"LOVE_SINGLE, LOVE_COUPLE",
16123,목욕할까?,"LOVE_SINGLE, LOVE_COUPLE",
16121,샤워하자,"LOVE_SINGLE, LOVE_COUPLE",
16119,마스크팩 할 시간!,"LOVE_SINGLE, LOVE_COUPLE",
16117,치카해야지,"LOVE_SINGLE, LOVE_COUPLE",
16115,어푸하자,"LOVE_SINGLE, LOVE_COUPLE",
16113,칭찬 스티커 붙여줄게,"LOVE_SINGLE, LOVE_COUPLE",
16111,용돈 줄게,ALL,WEALTH
16109,궁디팡팡,"LOVE_SINGLE, LOVE_COUPLE",
16107,손바닥에 하트 뿅,"LOVE_SINGLE, LOVE_COUPLE",
16105,털 빗자,"LOVE_SINGLE, LOVE_COUPLE",
16103,편지 써줄게,"LOVE_SINGLE, LOVE_COUPLE",
16101,이름 불러볼까,"LOVE_SINGLE, LOVE_COUPLE",
16099,칭찬해줄게,"LOVE_SINGLE, LOVE_COUPLE",
16097,이리와 안아줄게,"LOVE_SINGLE, LOVE_COUPLE",
16095,뽀뽀!,"LOVE_SINGLE, LOVE_COUPLE",
16093,쓰담쓰담,"LOVE_SINGLE, LOVE_COUPLE",
16091,하이파이브!,"LOVE_SINGLE, LOVE_COUPLE",
16089,사랑해❤️,"LOVE_SINGLE, LOVE_COUPLE",LOVE_GENERAL
16087,캣타워에서 놀자,"LOVE_SINGLE, LOVE_COUPLE",
16085,게임기 해도 돼,"LOVE_SINGLE, LOVE_COUPLE",
16083,쥐돌이 돌아다녀,"LOVE_SINGLE, LOVE_COUPLE",LOVE_REUNION
16081,레이저 나온다!,"LOVE_SINGLE, LOVE_COUPLE",
16079,쎄쎄쎄🎵,"LOVE_SINGLE, LOVE_COUPLE",
16077,골프 치러 갈까?,"LOVE_SINGLE, LOVE_COUPLE",
16075,고급 캣타워야,"LOVE_SINGLE, LOVE_COUPLE",
16073,스티커사진 찍을래?,"LOVE_SINGLE, LOVE_COUPLE",
16071,영화 보러 가자,"LOVE_SINGLE, LOVE_COUPLE",
16069,숨바꼭질 할 시간!,"LOVE_SINGLE, LOVE_COUPLE",
16067,박스 들어갈래?,"LOVE_SINGLE, LOVE_COUPLE",
16065,댄스타임🎵,"LOVE_SINGLE, LOVE_COUPLE",
16063,뜨개질 해보자,"LOVE_SINGLE, LOVE_COUPLE",
16061,스크래쳐 할래?,"LOVE_SINGLE, LOVE_COUPLE",
16059,쇼핑백 여기있어,"LOVE_SINGLE, LOVE_COUPLE",
16057,털실 가지고 놀자,"LOVE_SINGLE, LOVE_COUPLE",
16055,오뎅꼬치 줄게,"LOVE_SINGLE, LOVE_COUPLE",
16053,프라푸치노 마실래?,"LOVE_SINGLE, LOVE_COUPLE",
16051,잠옷 입자,"LOVE_SINGLE, LOVE_COUPLE",
16049,마약 방석 여기있어,"LOVE_SINGLE, LOVE_COUPLE",
16047,풀리피 세어보자,"LOVE_SINGLE, LOVE_COUPLE",
16045,난로 켜줄게,"LOVE_SINGLE, LOVE_COUPLE",
16043,핫초코 마셔봐,"LOVE_SINGLE, LOVE_COUPLE",
16041,안마의자 앉을래?,"LOVE_SINGLE, LOVE_COUPLE",
16039,스파할 시간이야,"LOVE_SINGLE, LOVE_COUPLE",
16037,책 읽어줄게,"LOVE_SINGLE, LOVE_COUPLE",
16035,안대 씌워줄게,"LOVE_SINGLE, LOVE_COUPLE",
16031,홍삼 먹어,"LOVE_SINGLE, LOVE_COUPLE",
16029,캣닢 솔솔,"LOVE_SINGLE, LOVE_COUPLE",
16027,담요 덮어줄게,"LOVE_SINGLE, LOVE_COUPLE",
16025,자장가 불러줄게,"LOVE_SINGLE, LOVE_COUPLE",LOVE_MARRIAGE
16023,식빵 구울까?,"LOVE_SINGLE, LOVE_COUPLE",
16021,발마사지 해줄게,"LOVE_SINGLE, LOVE_COUPLE",
16019,연어회 타임,"LOVE_SINGLE, LOVE_COUPLE",
16017,스테이크 해줄게,"LOVE_SINGLE, LOVE_COUPLE",
16015,달고나 먹을까?,"LOVE_SINGLE, LOVE_COUPLE",
16013,햄버거 먹자!,"LOVE_SINGLE, LOVE_COUPLE",
16011,밀크셰이크 줄게,"LOVE_SINGLE, LOVE_COUPLE",
16009,삼계탕 먹을래?,"LOVE_SINGLE, LOVE_COUPLE",
16007,별사탕 먹자,"LOVE_SINGLE, LOVE_COUPLE",
16005,이유식 만들어 줄게,"LOVE_SINGLE, LOVE_COUPLE",
16003,치맥 먹자,"LOVE_SINGLE, LOVE_COUPLE",
16001,오징어 구워줄까?,"LOVE_SINGLE, LOVE_COUPLE",
15999,고등어 정식 해줄게,"LOVE_SINGLE, LOVE_COUPLE",
15995,츄릅 줄게,"LOVE_SINGLE, LOVE_COUPLE",
15993,우유 마셔,"LOVE_SINGLE, LOVE_COUPLE",
15991,사료 먹을까?,"LOVE_SINGLE, LOVE_COUPLE",
15989,상태명 바꿔줄게,"LOVE_SINGLE, LOVE_COUPLE",
15985,아무냥 지금 어때?,"LOVE_SINGLE, LOVE_COUPLE",
15983,작별 인사하기,"LOVE_SINGLE, LOVE_COUPLE",
